,comment
202,"Tô quase cantando bem igual o Mauro, mas quando tiro os fones me decepciono kkkkkkkkk"
203,"Essa será minha musica todos os dias que eu acordar pela manhã. Todos aqui em casa e meus visinhos, serão obrigados a escutar kkk TUDO SEMPRE VAI FICAR BEM COM DEUS DO NOSSO LADO!! Deus abençoe grandemente a vida de vcs."
204,"Essa música é tão perfeita que nem sei descrever serio, os meus dois cantores gospel favoritos fazendo um feat, Deus ouviu minhas orações 🙏👀"
205,"Que louvor  lindo,  letra, melodia, tudo em perfeita harmonia e equilíbrio, musica ou melhor louvor como deve ser, meus parabéns ."
206,Esse louvor será um grande instrumento na luta contra a depressão. Que o nome do Senhor seja exaltado através dele.
207,São como Messi e Cristiano Ronaldo 😍😚
208,"Só faltou o Guilherme aí no meio pra relembrar 
O loop friends 
Que diga-se de passagem o loop deveria ter sido registrado em vídeo ""dvd"""
209,"Essa música salvou meu 2020, perdi uma tia ontem, e somente Deus, para ser tudo em mim, tudo fico bem se olho pra Deus! Obrigado Mauro ❤️"
210,Não consigo parar de chorar..... Que Deus continue usando a vida e a voz de vocês para a Honra e Glória Dele. Essa música para mim teve um significado inexplicável!
211,"Sera que e so eu que assisto todos videos do Mauro Pra Aprender Essas Poesias Cantada pra Cristo ☺☺☺
Lindo Demais Esse Louvor Faz agente Viajar5 Longe 🙏🙏🙏🙏
Jesus Te Ama"
212,"Quem tá assistindo essa dupla monstro, vai deixar o like!!!!!!"
213,"Madrugada 01:30, alguém ouvindo? Deus te abençoe."
214,Acho q vcs n tem ideia de quantas almas foram salvas através dessa canção.... Simplesmente perfeita ❤❤
215,Que canção maravilhosa 🙏 sinto a presença do Espírito Santo quando escuto.. Deus seja louvado e que o Senhor continue usando suas vidas tremendamente na obra dele..
216,"Ouvindo agora,direto de Portugal 🇵🇹,oração que temos que fazer em todo tempo! Obrigada 🙏🏼"
217,"“Obrigado, meu amigo”
“Eu que Agradeço “  A GENTE QUE AGRADECE! ❤️❤️❤️❤️❤️❤️❤️"
218,"Chega a ser emocionante ver Leonardo sendo usado por Deus 
Um verdadeiro exemplo de superação ..
LEONARDO , TUDO FICA BEM , QUANDO OLHAMOS PARA DEUS. Que Ele te guarde e te conserve .
Mauro , sou hoje ainda mais seu fã por ter convidado justamente esse monstro chamado Leonardo pra cantar contigo ..."
219,"Essa é a canção de 2020 para o mundo, á nossa Oração a Deus em lágrimas, e Deus ouve nosso clamor e TUDO FICA BEM. 
Louvado seja Deus por suas vidas, Mauro e Leonardo , estou ouvido aqui em lágrimas😭 
O Ano de 2020 um ano muito difícil, mas Jesus Cristo tem dado graça.🙌🙌🙌"
220,Até o momento existe 23 pessoas que não tem a menor ideia o quanto esses dois são MUITO BONS!! Escutei a música toda arrepiado
221,Orgulho desses caras! Ícones da música evangélica brasileira!
222,Fazia tempos que não parava para ouvir um louvor. E aqui estou . O resgate veio a mim... Minh'alma anseia por ti Senhor.
223,Difícil escolher quem canta melhor. Pra mim os dois tem as melhores vozes da música brasileira.
224,"Estou quase chorando aqui no busão... As lutas tem sido árduas. Mais que uma oração, é um clamor poético a Deus que tudo sabe das nossas aflições...👍🙏❣️🎶"
225,"Lindo lindo que é este hino de louvor a Deus!! Tocante, mais do que profunda esta oração, sabendo que só Ele  é capaz de dar conforto e alento as nossas almas"
226,"Com DEUS e a advocacia de CRISTO em nossas vidas, TUDO FICA BEM !!!"
227,ás duas da manhã ouvindo essa canção em Oração ' esse foi um Ano em que tivemos tudo para nao estar  bem' perdi  mtos' mas pq Tu  estás aqui Senhor tudo fica Bem. DEUS  ABENÇOE mto VCS 😭💛💛
228,"Leo com a voz ""ruim"" canta melhor que eu com a voz ""boa"""
229,"Ih, temos um problema, onde vamos gravar?
-ah! grava aí na sala mesmo!"
230,"Quem gostou desse lindo encontro de feras da música gospel, lindo de mais , previlegio ouvir 🙌☺️🙂"
231,Cara sem palavras para agradecer a Deus por nos deixar escutar este som maravilhoso 😍❤️
232,"Sem palavras pra descrever quão grande é o comprometimento e o quão sincero é o louvor de duas vozes sensacionais como essas, é como ouvir e sentir as Barreiras dos Céus se abrindo e nos conectando com o Pai !!! Obrigado aos dois por essa linda canção escrita pelos Dedos de Deus !!! E que toda honra e toda glória seja dada ao nosso Pai e Amado Jesus !!!"
233,"Mauro Canta Demais !
Um dos melhores Cantores da América 
Seria muito top Demais Mauro e Rodolfo Abrantes cantando juntos"
234,É uma emoção ver e ouvir 2 ícone da música gospel... Deus abençoe vcs cada vez mais... Por ser instrumentos na mão de Deus.. E poder tocar cada pessoa com seus jeito de cantar e tocar...
235,Que bela oração ! Jesus seja louvado !
236,Obrigado meu Deus por essa música e por essas vozes que sempre acalma o meu coração e minha dor!
237,"Leo Gonçalves é a prova viva de que dedicação, disciplina e esforço pode se ser um cantor excepcional. Mesmo com a paralisia da prega vocal o Leo não perdeu a qualidade vocal. Continua sendo um cantor extraordinário e incrível.
Dueto sensacional!"
238,"Mano, o Léo tá cantando muito bem ainda, nossa tô muito feliz!!! O super homem.da música cristã brasileira kk, minha opinião!!"
239,"Se é música do Mauro é like antes mesmo de ouvir a canção, já sabemos que será outra pedrada!"
240,"Wow. Sem palavras irmãos. Tentando olhar pelas dificuldades que vocês passaram durante sua caminhada com Cristo , entendemos o quão perfeito Deus é.Por isso em cada acorde, nota e voz cantada ou sussurrada, sentimos a presença do Altíssimo. Que Deus continue a usá-los em sua graça e misericórdia infinitas."
241,"EM UM MOMENTO COMO ESTE  EM QUE VIVEMOS, ESSA MÚSICA VEIO DIRETO DO CÉU PARA ACALMAR NOSSOS CORAÇÕES. LOUVO AO SENHOR POR SUAS VIDAS!  CONTINUEM NOS ABENÇOANDO !"
242,"Si sei que estais aqui
Tudo fica bem....
😢❤"
243,"Essa canção tocou o mais profundo em minha alma. Obrigada Mauro e Leonardo por serem esses gigantes, mas deixando a Glória de Deus resplandecer. No amor do Pai,"
244,Imaginem um CD com umas 100 músicas só com esse dueto... Seria um sonho...
245,"Não consigo parar de escutar, sinto muita paz com essa interpretação. Muita vdd vinda da letra, da melodia, harmonia e cumplicidade dos dois artistas que souberam com maestria se tornarem plano de fundo pra grandiosidade da mensagem."
246,"Depois dessa, tô só esperando uma notificação que esteja escrito: ""Feat Guilherme de Sá."""
247,"Que música linda!
Ouvindo no meu trabalho e as lágrimas rolando em meu rosto.
Hoje no momento que estamos passando, é tão difícil acreditar que tudo ficará bem, mas com Deus no comando, podemos crer que TUDO FICA BEM!"
248,Deus abençoe a todos que lerem esse comentário. Que Deus te ilumine e te guarde de todo mal. E que o ano de 2021 seja repleto de realizações e conquistas. Quem poder tbm da uma olhada e uma força no meu canal deis de já agradeço. #juntossomosmaisfortes
249,"Leonardo Gonçalves é um verdadeiro exemplo de insistência. Ouvir ele cantando apesar de tudo, é uma inspiração que nos alimenta profundamente! 

Que letra perfeita. ❤"
250,"Que Deus continue os abençoando! Linda música, linda canção, linda letra. Sinto a presença de Deus e o espírito santo me renovando. Obrigado Deus por mais essa oportunida. Obrigado Mauro Henrique e Leonardo Gonçalves."
251,Senhor a minha a questão é saber administrar meus pensamentos. As vezes penso que não há mais jeito pra mim. Porfavor me ajude!
252,Mauro e Leonardo em uma única canção !!!! Aí meu coração não aguenta !!! Vcs são uma benção para os louvores brasileiros !!! Obg por essa canção de qualidade ! 🔥❤️🙏😍🎶📽️
253,O Mauro Henrique faz música até no silêncio meus amigos! Privilégio de poder ouvir esse cara!
254,"PARABENS AOS DOIS PELO LOUVOR E ADORAÇÃO AO NOSSO MESTRE! COMO É BOM SABER QUE LEO ESTÁ A CADA DIA MELHORANDO, DEUS É CONTIGO!."
255,"Alguns dias antes da minha mãe falecer, mandei essa música pra ela e ela disse que ouviria mais vezes. Infelizmente não foi possível, mas agora essa canção está marcado no meu coração! 😔🙏🏼💙"
256,O Mauro é tão singular que ele curte quase todos os comentários. Especial demais.
257,"Como tem gente q da DESLIKE?? Não dá pra entender kkkk louvor lindo adoração a Deus, e com ELE tudo fica bem obrigado Deus..."
258,"Que música emocionante! Mauro, suas canções trazem importantes reflexões para a vida, sempre enfatizando que Deus é a direção, a força, o consolo, é tudo... Obrigado por através de suas músicas nos fazer olhar com mais confiança para o Senhor."
259,"Que som perfeito 😭
Preencheu o vazio da minha alma , creio que fui abençoando através desse louvor !!!
OBRIGADO POR ESSA CANÇÃO !!
TUDO FICA BEM...😢"
260,"O quanto isso melhorou meu dia não tá escrito, muito obrigado por contribuir tanto pra música cristã tanto você Mauro quanto o Leonardo. Venho passando por momentos difíceis na minha vida, mas Deus me levanta sempre que eu caio, então não há o que temer."
261,"Que delícia ouvir esse louvor no silêncio da noite, que paz que me traz ✨ Deus é bom em todo o tempo 🙏🏻"
262,Obrigado Mauro é Leonardo Gonsalves por cantarem essa música muito linda bênção de Deus
263,"As melhores vozes do país, sem dúvida."
264,"Viajo nas letras e vozes de vcs..😍 agradeço a Deus de coração, por sustentar Ministros igual a vcs..Deus abençoe Léo e Mauro🙏👍"
265,Muito impactante a letra desta canção. Não tem como não ser impactado por cada momento do decorrer da canção. Que Deus abençoe grandiosamente Mauro Henrique e o Leonardo Gonçalves.
266,"Quando acho que não dá mais pra me impressionar com a imensidão do Mauro, ele vem com uma musica dessas e ainda junta com o Leonardo. Ai Jesus"
267,"Que louvor! Sem palavras, que Deus continue usando vcs, dois ungidos do Senhor !😭🙌🏻🙏🏻❤"
268,"QUE COISA MAIS LINDA! 

Em meio a situação horrenda em que o mundo vive, uma linda canção inspirada por Deus para nos lembrar que ele está no controle de tudo e que com Ele, TUDO FICA BEM! "
269,"Que louvor! Glória a Deus! Vontade de gritar "" Tudo fica bem "" se olhamos para Nosso Deus! Como é bom ouvi -los,  ainda mais juntos!🥰🥰🙌🏾🙌🏾😇😇"
270,"Que música, que louvor 😍🙏 sinto Deus em todas suas músicas. Que Deus abençoe vc sempre 🙏 maurão ♥️"
271,"Como não amar esse som? Os dois já são incríveis separados, imagina juntos🤩 Achei a música linda demais, eleva o nosso espírito e nos transmite paz. Obrigada por essa canção!"
272,"Que profundidade! E, ao mesmo tempo, tão suave e leve. Gratidão por seu serviço ao Senhor, Mauro e Leonardo!"
273,"Perdi minha mãezinha, e essa linda canção tem trazido alento ao meu coração. Obrigado Mauro por me ajudar na lutar contra meu sofrimento. Vc é pura benção. Sempre me sinto confortado ao desfrutar de sua obra. Muitíssimo obrigado."
274,"Quando a música toca, não tem como não colocar os nossos fones e viajar musicalmente."
275,Glórias a Deus por mais uma canção em forma de Oração a Glória e toda dEle🙌🏼
276,"Estou aqui pela 30° vez, sem brincadeira, desde o lançamento todos os dias escuto essa linda canção, umas 5 vezes ao dia. Muito Emocionante. Obrigado Deus."
277,"Essa musica dilacerou minha alma e meu coração... neste momento eu tô lembrando de uma grande perda, mas crendo no melhor do meu Deus... louvado seja Deus pela vida de vocês dois. ""Tudo fica bem 
/ Se olho para Ti / Se Te percebo em mim / Tudo fica bem / Se sei que estás aqui / Se sei que estás em mim"
278,Deus está nessa canção senhores! Que benção!
279,"Canção linda, e o Leonardo abrilhanta qualquer música, sinto-me privilegiado em poder ouvi-los juntos, Deus abençoe vocês todos, e obrigado por mais uma canção de refrigério aos meus ouvidos e ao coração."
280,"Obrigado, gente! Valeu por dedicarem um pouquinho do domingo de vcs pra nos ouvirem. Que essa canção passa ser uma oração de alento em seus corações como foi para mim. Gratidão! 🙏"
281,"mauro, meu irmão… q música linda!!! q privilégio cantá-la ao seu lado! essa música ME fez muito bem, ministrou na minha vida! q seja bênção para todo q a escutarem! parabéns tb a toda a equipe de audio e video, sua banda maravilhosa, a casa de babete… q alegria!!! 😢"
282,Dois monstros da música! Ficou lindo
283,"Obrigado pelo lindo presente, que nos faz conectar a Deus ❤"
284,Minha esposa e eu acabamos de perder um Bebê e esta canção tem sido um porto seguro para minha alma... QUE DEUS CONTINUE ABENÇOANDO  VCS🙌🏿
285,Chega ser emocionante ver o Leonardo mostrando que doença nenhuma para um sonho.. essa música e os dois é algo incrível
286,"A música é incrível, mas quando vc descobre pelo o que o Leonardo Gonçalves está passando em sua saúde vocal o peso e impacto dela aumenta uns 1000%!!!"
287,"Ver o Léo cantar apesar de tudo é um prazerzaço , ainda mais em um dueto com o mestre Mauro Henrique   cantando essa canção belíssima com uma letra sensacional e que ministrou em minha vida que apesar do venhamos enfrentar nesta vida se Cristo está em mim e estou olhando para ti , TUDO FICA BEM !"
288,"A minha esposa foi embora levando a minha filha  e tudo dentro de casajá tem uma semana , estou sem chão estou lutando para o meu casamento ser restaurado peço a oração de todos!"
289,Impossível não se emocionar ouvindo esses monstros!! Glória a Deus 🙏🙏
290,"tipo Elias e moises
Paulo e Timoteo
Cr7 e Messi
Brasil e Copa do mundo"
291,"Mauro: Obrigado meu amigo!
Leo: Eu que agradeço!
Eu: Nós que agradecemos! ❤"
292,Creio que Deus já operou as cordas vocais do Leonardo Gonçalves. Linda demais essa canção
293,"Galera, se fizer sentido, compartilhem geral, sigam o canal e dá aquele like para ajudar no engajamento do vídeo! 🙌😉"
294,Ficou muito lindo esse louvor. Deus seja louvado 🙌🙏 Vocês são bençãos e nos aproximam de Deus com suas canções. ❤️
295,"Que isso irmão. Prepara a gente antes pra receber esse feat. Emocionado aqui.
Tudo realmente ficará bem."
296,"Meu Deus, que canção tão linda!😭❤🙏 
""Tu me salva de mim mesmo e do cansaço da estrada... Tudo fica bem se olho para Ti, se te percebo em mim.""
Mauro e Leonardo 👏👏❤"
297,A voz do leonardo está se recuperando? Deus está fazendo um milagre? Não vi quebrando a voz dele. Que maravilha! Maravilha!
298,"Não consigo explicar a grandeza que essa canção é dentro da alma, e a imensa vontade de chorar ao ver o Léo cantando. Que canção maravilhosa, meu Deus!"
299,"Impressionante que mesmo com praticamente um lado todo das cordas vocais paralizado, Leonardo Goncalves ainda consegue cantar com essa beleza. Tai ai uma lenda!"
300,"Se o Léo canta assim, sem o potencial total da voz, uma suavidade na voz única, e sempre humilde, deus o abençoe muito."
