,comment
1953,"Aleluias.
Obrigado Jesus."
1954,"Ficou muito lindo pra honra e glória de Deus!! Já postei no status do meu ZAP e já coloquei na minha playlist de favoritos... 😌🙌🎶 Muito lindo mesmo esse hino, ameiii 😍🎶👏🎼🎤 Meus Parabéns Mauro Henrique e Leonardo Gonçalves, ficou muito lindoooo... 🎼😍👏"
1955,"Tô a manhã toda presa nessa música, falou muito ao meu coração, tem tudo a ver com meu momento. Graças a Deus pela vida dos dois e de toda a equipe, amo vocês. Esse louvor é um presente ❤️"
1956,Legal q bênção olha que era uma música q estava na gaveta empoeirado
1957,"Mauro e Leonardo juntos são, para mim, um combo de amor divino, traz paz, esperança, faz com que possamos continuar a caminhada, levando tbm, sempre o melhor aos que passam por nós. ""Onde houver trevas, que eu leve a luz."" ❤"
1958,"Que música necessária pra mim nesse momento. 🥺🙏🏻💖
Obrigada, meninos!"
1959,"Que música, meus amigos... 😍❤️🎶"
1960,"E tudo fica bem, se sei que estás aqui, se sei que estás em mim..🙌  🥰❤️"
1961,"Ainda sonho em ver Mauro Henrique, Leonardo Gonçalves e Gabriel Guedes cantando juntos.... 🥺✊🏾"
1962,"Nossa, isso não é  apenas uma canção é uma súplica de coração rendido ao Senhor 😇 Parabéns pelo lindo trabalho."
1963,Isso sim é um WORSHIP de qualidade. Toda Glória ao Senhor e a Cristo!
1964,"A música com certeza é muito linda, a letra muito especial. Mas o olhar de admiração do Mauro pelo Léo e o ""obrigado Amigo"" foi a cereja do bolo, muito verdadeiro esse trabalho emocionante. Parabéns Mauro, parabéns Léo vocês são vasos de Cristo."
1965,"O mais louco da música, é a conexão de todos os participantes. Vey inexplicável parabéns!!!👏👏👏👏👏"
1966,Duas referências vocais pra mim! 🔥
1967,Mauro e Leonardo simplesmente quebram tudo♥️😍 que hino
1968,Obrigado pelo 4K. <3
1969,"Incrível como eu não consigo NÃO gostar de nenhuma música que o Mauro canta.. perfeição demais, mano! ❤️"
1970,"Meu novo ansiolítico! Ao mesmo tempo que me emociono, sinto uma paz enorme. E que dupla! Deus abençoe sempre. 💜"
1971,Meu sonho é ver o Mauro cantando com a Ana Rock do Palankin!
1972,"Essa música é uma oração profunda ao pai,cada palavra é uma reflexão perfeita"
1973,"“Sem ti sou só um vazio, seja tudo em mim”"
1974,Mauro que música linda é  uma oração  pra todos nós e que duetto bom vc e o Leo para essa musica . Parabéns.
1975,"Leonardo Gonçalves e Mauro Henrique dois artistas monstruosos, talento puro!!! 
Vencemos 2020 e daqui pra frente tudo ficará bem."
1976,"Lindo demais! Linda letra, falou comigo!
Amo ouvi-los individualmente, juntos foi uma benção só! Deus abençoe vocês meus irmãos!"
1977,"Que música maravilhosa e que parceria é essa de Mauro/Leo. Em dias tão difíceis, tudo fica bem, se olho para ti e te percebo em mim, ah Senhor, tudo fica bem, se sei que estás aqui, se sei que estás em mim...."
1978,"Ontem eu tava na praia e tinha uma mulher tão angustiada q tive q ir falar com ela. Chorando, ela me disse que estava com um problema familiar q não tinha como resolver e eu disse a ela q conhecia ALGUÉM q pode resolver tudo. Conversa vai e conversa vem o Espírito Santo me trouxe essa música na memória e eu peguei um celular de um amg e coloquei essa música, ela chorou mais ainda e depois foi se acalmando. Esse foi um momento q eu nunca vou esquecer pq essa foi a primeira vez q evangelizei sozinha, sem planejar e essa música marcou esse momento e a minha vida. E provavelmente não só a minha. "
1979,"🎶 Tudo fica bem, se sei que estás aqui, se sei que estás em mim!!! Aleluia!!😭😭❤️❤️❤️❤️🎶🎶🎶🎶"
1980,"Cara, me faltam palavras para descrever essa musica como um todo, não só pelas execuções vocais e instrumentais, mas também pela letra, que casa certinho com o momento ao qual eu passo, de ter perdido a minha mãe recentemente, e certamente sei que: Tudo fica bem!"
1981,O RUIM DESSA CANÇÃO É QUE ELA ACABA!
1982,"Dois instrumentos magníficos de Deus, perfeição vocal, exímios cantores"
1983,Alguém aqui canta sacudindo o microfone depois de tanto assistir o Leandro Gonçalves cantar?
1984,A voz do Mauro é surreal!
1985,Que canção meus irmãos!!!! 🙏🙏🙏🙏🙏
1986,Momento épico de dois cantores com vozes angelicais
1987,"Música linda, cheia de inspiração, e de refrigério para nossa alma. Lindo ver o Leonardo Gonçalves não desistindo, lindo o exemplo de superação, deixo aqui o meu imenso desejo e oração pela cura total da sua voz meu irmão. Apesar que tu continua cantando muito e ainda com mais vigor de alma."
1988,"UE não entendi já tô escutando essa semana toda e ainda vai lança aqui 
Já é minha favorita junto com o tiro, herege ,planos a galera daqui de casa já sabe de co, eu sou dessa como me identifico esculto sem parar , e que Deus continue te abençoando e te usado para abençoar e nos aproximar mas de Deus. "
1989,"Meu Deus não tem condições uma música de tanta qualidade assim, Letra, Vozes, Produção! Perfeição...."
1990,Queria muito ver Mauro e Pg cantando juntos!❤
1991,"Eu não canso de ouvir esses mitos, os caras são muito talentosos e cheios do espírito santo.✝️💜"
1992,"Incrível como essa Música fala no coração, Que possamos anseiar a cada vez mais Por Cristo, Parabéns Leonardo é Mauro, a Voz de vocês são  Incríveis, Que Deus possa continuar usando Vocês como canal de Bênçãos em muitas vidas  😁"
1993,"As músicas do Mauro são todas uma obra de arte. Ele tem um baita bom gosto. Uma sensibilidade música ímpar. E somado com outro monstro que além de uma baita voz, também tem um gosto muito apurado. Aí é obra prima de Deus através de dois instrumentos."
1994,"Minha oração cantada preferida pra esses dias atuais...🙏🏻❤ ""tudo fica bem, se olho para Ti, se Te percebo em mim"""
1995,A gente tem que concordar... Léo é a voz mais bonita masculina que existe. 💙👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽😍😍😍
1996,Amo os dois❤️❤️❤️❤️❤️. Monstros da nossa música!
1997,"Os dois juntos que bênção mano, eita glória à Deus 🙌🙌🙌"
1998,"Somos priveligiados por Deus nos permitir ouvir essa linda música, interpretada por  vozes que alcançam a alma. 
Que Deus abençoe vcs, Mauro e Leonardo.
E que possam nos trazer mais duetos como esse."
1999,Linda canção! Não tem como segurar as lágrimas com essa letra maravilhosa. Glória a Deus por ter colocado em seu coração essa bela oração e forma de música. Parabéns!!!
2000,"Nossa, que oração em plena pandemia...😭
Te amo ( Deus)"
2001,"Playlist
João
Aonde está Deus
Tudo fica bem"
2002,"Fiz dessa música minha oração. 
Pois quero voltar a ter , intimidade com Pai .
E no momento essa tem sido a minha voz"
2003,"Cara, vcs dão orgulho a música brasileira e cristã, 👏👏👏"
2004,Sem palavras .... Só lágrimas.... Dois exemplos de humildade e santidade....q Deus ctnue nos abençoando ouvindo essas vozes maravilhosas....🥰👏🏽👏🏽👏🏽🙏🏽
2005,"Mauro domina minha lista de músicas preferidas... Até as que não são dele, mas ele grava uma versão eu amo 😍.
Nossa... A união das vozes deles é o que o Leo chama do encontro com o inefável.
Que ministração! "
2006,Eu sabia que ao juntar estas duas vozes magnificas da música brasileira em uma canção onde falam do amor divino seria espetacular. Parabéns ao envolvidos.
2007,"Gosto muito de músicas nessa vibe. Pois abre espaço momentos de reflexão e, mais aproximação do Pai Eterno! 🙏🏽🇧🇷🇺🇸🇮🇱"
2008,"Música muito importante para os tempos que estamos vivendo.
Quem crê em D-s sabe que essa crise vai passar, que a tempestade vem anterior à calmaria e que no fim TUDO FICA BEM!"
2009,"Que hino lindo,Toda honra toda glória para o Senhor Jesus.Tudo fica bem  quando olhamos para ti....
Deus os abençoe!"
2010,Vai explodir o YouTube ❤😂😂
2011,"Aqui orando, chorando e me derramando nessa canção 🙏😭❤🙌"
2012,Musicalidade do Mauro é de outro planeta
2013,"Ainda tem gente que dá deslike, louvor top 2 monstros da música gospel,parabéns!"
2014,Os dois melhores cantores do planeta na minha opinião ...
2015,"Doissss MONNNSSTROOOSSSSS.
VCS SÃO CANTORES EXTRAORDINÁRIOS . DEUS continue abençoando vcs abundantemente em nome de Jesus 🙌🙌🙏🙏🙏"
2016,Que sintonia dos céus pela graça de nosso Senhor Jesus Cristo através de vocês 😇🙏😍
2017,Coisa mais linda essa canção! Inspirada por Deus!❤️🙌🏼
2018,"Uma linda canção, uma calmaria, um toque do Espírito Santo. E duas grandes vozes, duas grandes referências dentro da música como um todo ! Lindo de se ver ❤️🙌🏽🙌🏽"
2019,"Esta música é uma oração em forma de louvor!
Parabéns Mauro e Leonardo! 
Não canso de ouvir! 😭😭"
2020,"Obrigado Mauro Henrique e Leonardo Gonçalves, uma obra que não canso de ouvir, desde domingo escutando, lagrimando e me alegrando por essa canção. Composição linda de mais, talento e muita unção.  Orbigado mais uma vez!!!"
2021,"Faz crescer Tua luz em mim, Deus.
Dissipa a escuridão!
❤️"
2022,"sinceramente não sei como pode sair tanta coisa boa de um cara só....uma letra melhor que a outra, uma melodia mais perfeita que a outra e assim vai....mehhhhhhhhhhhhhhh. Glórias ao Eterno pela Vida do Mauro!!!"
2023,"Mauro: Obrigado meu amigo
Leonardo: Eu que agradeço
Eu de casa: vão se lascar kkkk"
2024,"O que dizer sobre @Mauro Henrique e @Leonardo Gonçalves, só a agradecer a Deus por me dá esse privilégio, de poder ouvi-los cantar, louvar, posso sentir Deus através de suas vidas e vozes, Deus os  abençoe cada dia mas poderosamente."
2025,A voz do Leonardo está linda apesar do que aconteceu!!! Top a música
2026,"Meus dois cantores favoritos. SONHO REALIZADO,mais perfeito impossível Glória a Deus. 😍😍🤩🤩"
2027,Leo ' o senhor vai mudar a tua história. Quando vc menos esperar essa fase da suas cordas vocais vai passar . Deus está trabalhando sobre isso.  Deus sabe que é com o coração que vc canta e emociona muita gente com seu jeito meigo e muito promocional.  Deus te abençoe e Mauro show de bola.  A música é muito linda . E vc canta muito bem tbm.  Deus abençoe os dois . Essa música fala muito forte as nossas almas . Deus abençoe vcs dois ....
2028,"sem palavras pra o quanto essa música foi real pra mim. Meu Deus! Minha alma está em paz. Obrigada, não poderia estar em outras vozes se não nas de vocês dois. 😭❤️"
2029,Uma das duas melhores vozes do Brasil numa poesia maravilhosa em forma de louvor! Deus os abençoe!
2030,Glória a Deus por essa música. Obrigado Mauro
2031,Duas lendas só poderia resultar nisso !!! Além de cantarem demais que letra é essa meus amigos !!! Glória a Deus por voces ❤
2032,"Concerteza já é um dos meu louvores favoritos, glória a Deus!! Essa música tá incrível! , muito linda! Que o SENHOR continue abençoando sua vida Mauro Henrique e a do Leonardo Gonçalves vocês são bênção demais!"
2033,Quantas vezes mais vou chorar ouvindo essa música 😢😢😢 lindo demais Senhor
2034,Musica simplesmente SUBLIME! 🙏🙏🙏🙌
2035,"Esse tipo de música é o único contato que tenho tido com Deus, obrigado."
2036,"Vocês sabem qual é a sensação de falar para os amigos sobre uma música muito boa, mas eles não poderem ouvi-la?

Tenho essa sensação desde que ouvi essa belezinha na live hahaha"
2037,Plmdsssssssssss as duas melhores vozes do Brasil
2038,"Devido a COVID 19, muitos problemas surgiram, muita coisa mudou. 
Minha esposa adquiriu algo que estamos lutando faz 1 ano já, o nível de dor que ela sente o único remédio que pode diminuir a dor é a base de MORFINA. Somos um casal novo de estudantes e passamos por muita coisa esse ano assim com muita gente."
2039,"ois maravilhosos! Suas canções preenchem meus dias, no carro, em casa, no trabalho, simplesmente caminham comigo, obrigada por tudo e por tanto! Canções que nos abraçam e nos traz conforto para alma... amo vcs ❤👏🏻🙏🏻"
2040,QUE PERFEIÇÃOOOOO 😍❤️❤️❤️
2041,"Incrível!! Os agudos perfeitos do Mauro são impressionantes. E o Léo, n há oq falar, sensacional! Monstros!! Fora a letra maravilhosa! 🙏🏻❤️"
2042,Reunidos a duas melhores vozes masculinas do Brasil !!!
2043,Linda musica ...que Deus abençoe vcs....estão fazendo que a bíblia diz....todo ser Que respira louva ao SENHOR....Leonardo....Deus restaura sua voz num toque mano....abraço
2044,Uma verdadeira oração ; Deus abençoe todos vocês.
2045,"Muito lindo esse louvor, 👊
Toda honra e toda gloria seja dado Deus! 🙌"
2046,Galera dêem o like para o YouTube dar mais visibilidade pro conteúdo
2047,"Tô com dificuldades de carregar este vídeo, de tão pesado que são essas duas vozes juntas! haha"
2048,"Uma música dessa lançada bem no dia do meu aniversário ... Considero como presente, haha
Deus os abençoe sempre !"
2049,"Pessoas com vcs faz muito bem para todos nós... a arte  musical é um dom espiritual, e cumpre o proposito na edificação do corpo de Cristo... ""me sinto bem ouvindo essa canção""😢 amo vcs, parabéns Mauro vida longa!!!"
2050,"Boa tarde Mauro e Leonardo .
Vcs não tem ideia de o quanto essa música faz bem pra mim , no início do ano pra ser mais exato 7 de janeiro , perdi meu filho com 8 meses de gestação. Sofri muito fiquei mau , e quando eu ouvi essa música na live que vc fez , eu chorei rios pq realmente senti a presença de Deus e entendi que tudo parte dele e oq vem dele é dele."
2051,Perfeição a palavra pra essa música!🙏🏻👏🏻
2052,"Ficou muito lindo!
Ver o Leonardo se reencontrando musicalmente, redescobrindo seu novo limite musical, e tudo fica bem... para a Glória de Deus!"
2053,"Veio no melhor momento 🙏🏻🙏🏻🙏🏻 obg Deus! Obg Mauro ! Obg  goncalves! 
Atingiu o objetivo de levantar e dar esperança aos que estão parados! 😭😭😭"
2054,"Jesus, que Música Incrível!!! Uma Interpretação DIGNA a DEUS! Hoje na atualidade poucas musicas me tocam, mas ESSA, não tocou, ARREBENTOU, Rrssss, me arrepiei todo. Mauro pra mim é a um tempo o melhor Cantor, Intérprete, Vocalista, sei lá como se deve chamar esse cara Incrível, e agora junto com o Leonardo que tbem é um dos melhores, desculpa aí mas, PUTZZZZZZ ...... Vcs fizeram o MAGNÍFICO nessa canção. OBRIGADO e Que Deus derrame bençãos sobre a vida de vcs SEMPRE. Não sou evangélico, sou católico, mas não acho que deva haver distinção entre religiões, tudo deve ser feito a DEUS, por DEUS. Deus Abençoe vcs!. Forte Abraço!"
2055,"Sinceramente... Sem comentários, dois monstros 👏👏. Grandes homens de Deus 👏🙌🙏"
2056,"Que louvor, lindo! 
Acho que o botão de dislike nem deveria estar ai.
Que música perfeita!! 🎶🎶"
2057,"Q canção top, traz paz a alma e sente-se se a presença e unção  do criador nas vossas vozes. Parabéns ."
2058,"Mauro ft Kemuel, é o ft que eu mais quero ouvir!!! Deus vai descer lindamente, como SEMPRE ele faz! 
Quanta unção!!!"
2059,"Meu, que musicalidade é essa?????? Jesus do céu! E Ele merece! Arrepia a almaaaa"
2060,"Que lindura de música!!! O coraçãozinho dispara heheheh
No final me veio do nada que vocês iriam puxar um hino da harpa como medley kkkkkkk não sei o porquê"
2061,que musica incrivel nao tem como nao ter um encontro com Deus atraves dessa musica
2062,"Poxa fiquei muito triste quando recebi a notícia do problema na voz do Leonardo um dos maiores tenores do Brasil sem dúvidas, e fico feliz de mais de ver ainda novidades dele como músicas novas , Que Deus continue capacitando ele pra ele continuar fazendo oque eu creio que ele mais ama."
2063,"Incrível esses dois, muito bom ver o Leonardo cantando nesse nível é se reinventando. Gloria a Deus!"
2064,"Esse terceiro ""tudo fica bem"" no refrão arrepia tudoo❤"
2065,"Um dueto desses bicho! Agente vem correndo pra ouvir, pq sabe que coisa boa vem por aí.😃🙏❤"
2066,"Meu Deus vocês são incríveis, dois trovões na terra, que música e que interpretação, Deus continue usando suas vidas."
2067,"Vocês são exemplo de talento , cuidado e esforço e sabedoria no Senhor. Essa música é maravilhosa, é água abundante em meio ao deserto de certezas em que vivemos neste período de pandemia. Que Deus os ilumine sempre!"
2068,"Que reflexão, que unção, quanto sentimento! Que dupla!!! 
Não tem como tudo não ficar bem agora..."
2069,"Leonardo é fera demais, mesmo n estando 100% consegue trabalhar sua voz na medida certa, n deve ter sido nada facil pra ele."
2070,"Vocês são dois cantores e homens de Deus que admiro muitoooo! Mas, vendo o momento em que o Léo está passando, isso chega a me emocionar. Vejo Deus trabalhando e nos ensinando TODOS os detalhes. Vocês são FERAS!"
2071,"O Leonardo Gonçalves colocou o coração no lugar da corda vocal , por que  a cada palavra entoada, da pra sentir um pulsar diferente, e  o Mauro então sem palavras"
2072,"aaah eu precisava disso!!! momento de fraqueza em que me arrasto para ir a casa de DEUS, medos,ansiedade,pânico,doença. ótima canção mauro s2"
2073,Uhuuuuuuuu esperei ansiosa por esse momento😆😆😆😆😆😆😆
2074,"Q bom vê q o Leonardo Gonçalves está se recuperando vocalmente... O Mauro, eu tenho quase certeza q ele não é desse planeta... Não tem lógica cantar desse tanto..  sou fã de mais"
2075,Já pedi pro Marcio Guerra reagir essa linda canção!!
2076,"Que lindeza de canção! Ainda com meus dois cantores favoritos! Deus os abençoe, queridos."
2077,"Apaixonada aqui e emocionada que dupla 💗😍 sem palavras Mauro e Leonardo são Demais que issoooooooo,que canção lindaaaaa."
2078,"Ficou SURREAL, simples porém profunda. 
Tudo fica bem se sei que estás em mim 🎶🎵"
2079,"Música muuuito massa, Mauro. Quando vai rolar um com a Ana Rock?"
2080,"Obrigado, gente! Valeu por dedicarem um pouquinho do domingo de vcs pra nos ouvirem. Que essa canção passa ser uma oração de alento em seus corações como foi para mim. Gratidão! 🙏"
2081,"mauro, meu irmão… q música linda!!! q privilégio cantá-la ao seu lado! essa música ME fez muito bem, ministrou na minha vida! q seja bênção para todo q a escutarem! parabéns tb a toda a equipe de audio e video, sua banda maravilhosa, a casa de babete… q alegria!!! 😢"
2082,Dois monstros da música! Ficou lindo
2083,"Obrigado pelo lindo presente, que nos faz conectar a Deus ❤"
2084,Minha esposa e eu acabamos de perder um Bebê e esta canção tem sido um porto seguro para minha alma... QUE DEUS CONTINUE ABENÇOANDO  VCS🙌🏿
2085,Chega ser emocionante ver o Leonardo mostrando que doença nenhuma para um sonho.. essa música e os dois é algo incrível
2086,"A música é incrível, mas quando vc descobre pelo o que o Leonardo Gonçalves está passando em sua saúde vocal o peso e impacto dela aumenta uns 1000%!!!"
2087,"Ver o Léo cantar apesar de tudo é um prazerzaço , ainda mais em um dueto com o mestre Mauro Henrique   cantando essa canção belíssima com uma letra sensacional e que ministrou em minha vida que apesar do venhamos enfrentar nesta vida se Cristo está em mim e estou olhando para ti , TUDO FICA BEM !"
2088,"A minha esposa foi embora levando a minha filha  e tudo dentro de casajá tem uma semana , estou sem chão estou lutando para o meu casamento ser restaurado peço a oração de todos!"
2089,Impossível não se emocionar ouvindo esses monstros!! Glória a Deus 🙏🙏
2090,"tipo Elias e moises
Paulo e Timoteo
Cr7 e Messi
Brasil e Copa do mundo"
2091,"Mauro: Obrigado meu amigo!
Leo: Eu que agradeço!
Eu: Nós que agradecemos! ❤"
2092,Creio que Deus já operou as cordas vocais do Leonardo Gonçalves. Linda demais essa canção
2093,"Galera, se fizer sentido, compartilhem geral, sigam o canal e dá aquele like para ajudar no engajamento do vídeo! 🙌😉"
2094,Ficou muito lindo esse louvor. Deus seja louvado 🙌🙏 Vocês são bençãos e nos aproximam de Deus com suas canções. ❤️
2095,"Que isso irmão. Prepara a gente antes pra receber esse feat. Emocionado aqui.
Tudo realmente ficará bem."
2096,"Meu Deus, que canção tão linda!😭❤🙏 
""Tu me salva de mim mesmo e do cansaço da estrada... Tudo fica bem se olho para Ti, se te percebo em mim.""
Mauro e Leonardo 👏👏❤"
2097,A voz do leonardo está se recuperando? Deus está fazendo um milagre? Não vi quebrando a voz dele. Que maravilha! Maravilha!
2098,"Não consigo explicar a grandeza que essa canção é dentro da alma, e a imensa vontade de chorar ao ver o Léo cantando. Que canção maravilhosa, meu Deus!"
2099,"Impressionante que mesmo com praticamente um lado todo das cordas vocais paralizado, Leonardo Goncalves ainda consegue cantar com essa beleza. Tai ai uma lenda!"
2100,"Se o Léo canta assim, sem o potencial total da voz, uma suavidade na voz única, e sempre humilde, deus o abençoe muito."
2101,Quem já chegou deixando o like porque sabia que tinha ficado show só pelo fato de ser Mauro Henrique e Leo Gonçalves 😍❤️ eu sim 🤭
2102,"Tô quase cantando bem igual o Mauro, mas quando tiro os fones me decepciono kkkkkkkkk"
2103,"Essa será minha musica todos os dias que eu acordar pela manhã. Todos aqui em casa e meus visinhos, serão obrigados a escutar kkk TUDO SEMPRE VAI FICAR BEM COM DEUS DO NOSSO LADO!! Deus abençoe grandemente a vida de vcs."
2104,"Essa música é tão perfeita que nem sei descrever serio, os meus dois cantores gospel favoritos fazendo um feat, Deus ouviu minhas orações 🙏👀"
2105,"Que louvor  lindo,  letra, melodia, tudo em perfeita harmonia e equilíbrio, musica ou melhor louvor como deve ser, meus parabéns ."
2106,Esse louvor será um grande instrumento na luta contra a depressão. Que o nome do Senhor seja exaltado através dele.
2107,São como Messi e Cristiano Ronaldo 😍😚
2108,"Só faltou o Guilherme aí no meio pra relembrar 
O loop friends 
Que diga-se de passagem o loop deveria ter sido registrado em vídeo ""dvd"""
2109,"Essa música salvou meu 2020, perdi uma tia ontem, e somente Deus, para ser tudo em mim, tudo fico bem se olho pra Deus! Obrigado Mauro ❤️"
2110,Não consigo parar de chorar..... Que Deus continue usando a vida e a voz de vocês para a Honra e Glória Dele. Essa música para mim teve um significado inexplicável!
2111,"Sera que e so eu que assisto todos videos do Mauro Pra Aprender Essas Poesias Cantada pra Cristo ☺☺☺
Lindo Demais Esse Louvor Faz agente Viajar5 Longe 🙏🙏🙏🙏
Jesus Te Ama"
2112,"Quem tá assistindo essa dupla monstro, vai deixar o like!!!!!!"
2113,"Madrugada 01:30, alguém ouvindo? Deus te abençoe."
2114,Acho q vcs n tem ideia de quantas almas foram salvas através dessa canção.... Simplesmente perfeita ❤❤
2115,Que canção maravilhosa 🙏 sinto a presença do Espírito Santo quando escuto.. Deus seja louvado e que o Senhor continue usando suas vidas tremendamente na obra dele..
2116,"Ouvindo agora,direto de Portugal 🇵🇹,oração que temos que fazer em todo tempo! Obrigada 🙏🏼"
2117,"“Obrigado, meu amigo”
“Eu que Agradeço “  A GENTE QUE AGRADECE! ❤️❤️❤️❤️❤️❤️❤️"
2118,"Chega a ser emocionante ver Leonardo sendo usado por Deus 
Um verdadeiro exemplo de superação ..
LEONARDO , TUDO FICA BEM , QUANDO OLHAMOS PARA DEUS. Que Ele te guarde e te conserve .
Mauro , sou hoje ainda mais seu fã por ter convidado justamente esse monstro chamado Leonardo pra cantar contigo ..."
2119,"Essa é a canção de 2020 para o mundo, á nossa Oração a Deus em lágrimas, e Deus ouve nosso clamor e TUDO FICA BEM. 
Louvado seja Deus por suas vidas, Mauro e Leonardo , estou ouvido aqui em lágrimas😭 
O Ano de 2020 um ano muito difícil, mas Jesus Cristo tem dado graça.🙌🙌🙌"
2120,Até o momento existe 23 pessoas que não tem a menor ideia o quanto esses dois são MUITO BONS!! Escutei a música toda arrepiado
2121,Orgulho desses caras! Ícones da música evangélica brasileira!
2122,Fazia tempos que não parava para ouvir um louvor. E aqui estou . O resgate veio a mim... Minh'alma anseia por ti Senhor.
2123,Difícil escolher quem canta melhor. Pra mim os dois tem as melhores vozes da música brasileira.
2124,"Estou quase chorando aqui no busão... As lutas tem sido árduas. Mais que uma oração, é um clamor poético a Deus que tudo sabe das nossas aflições...👍🙏❣️🎶"
2125,"Lindo lindo que é este hino de louvor a Deus!! Tocante, mais do que profunda esta oração, sabendo que só Ele  é capaz de dar conforto e alento as nossas almas"
2126,"Com DEUS e a advocacia de CRISTO em nossas vidas, TUDO FICA BEM !!!"
2127,ás duas da manhã ouvindo essa canção em Oração ' esse foi um Ano em que tivemos tudo para nao estar  bem' perdi  mtos' mas pq Tu  estás aqui Senhor tudo fica Bem. DEUS  ABENÇOE mto VCS 😭💛💛
2128,"Leo com a voz ""ruim"" canta melhor que eu com a voz ""boa"""
2129,"Ih, temos um problema, onde vamos gravar?
-ah! grava aí na sala mesmo!"
2130,"Quem gostou desse lindo encontro de feras da música gospel, lindo de mais , previlegio ouvir 🙌☺️🙂"
2131,Cara sem palavras para agradecer a Deus por nos deixar escutar este som maravilhoso 😍❤️
2132,"Sem palavras pra descrever quão grande é o comprometimento e o quão sincero é o louvor de duas vozes sensacionais como essas, é como ouvir e sentir as Barreiras dos Céus se abrindo e nos conectando com o Pai !!! Obrigado aos dois por essa linda canção escrita pelos Dedos de Deus !!! E que toda honra e toda glória seja dada ao nosso Pai e Amado Jesus !!!"
2133,"Mauro Canta Demais !
Um dos melhores Cantores da América 
Seria muito top Demais Mauro e Rodolfo Abrantes cantando juntos"
2134,É uma emoção ver e ouvir 2 ícone da música gospel... Deus abençoe vcs cada vez mais... Por ser instrumentos na mão de Deus.. E poder tocar cada pessoa com seus jeito de cantar e tocar...
2135,Que bela oração ! Jesus seja louvado !
2136,Obrigado meu Deus por essa música e por essas vozes que sempre acalma o meu coração e minha dor!
2137,"Leo Gonçalves é a prova viva de que dedicação, disciplina e esforço pode se ser um cantor excepcional. Mesmo com a paralisia da prega vocal o Leo não perdeu a qualidade vocal. Continua sendo um cantor extraordinário e incrível.
Dueto sensacional!"
2138,"Mano, o Léo tá cantando muito bem ainda, nossa tô muito feliz!!! O super homem.da música cristã brasileira kk, minha opinião!!"
2139,"Se é música do Mauro é like antes mesmo de ouvir a canção, já sabemos que será outra pedrada!"
2140,"Wow. Sem palavras irmãos. Tentando olhar pelas dificuldades que vocês passaram durante sua caminhada com Cristo , entendemos o quão perfeito Deus é.Por isso em cada acorde, nota e voz cantada ou sussurrada, sentimos a presença do Altíssimo. Que Deus continue a usá-los em sua graça e misericórdia infinitas."
2141,"EM UM MOMENTO COMO ESTE  EM QUE VIVEMOS, ESSA MÚSICA VEIO DIRETO DO CÉU PARA ACALMAR NOSSOS CORAÇÕES. LOUVO AO SENHOR POR SUAS VIDAS!  CONTINUEM NOS ABENÇOANDO !"
2142,"Si sei que estais aqui
Tudo fica bem....
😢❤"
2143,"Essa canção tocou o mais profundo em minha alma. Obrigada Mauro e Leonardo por serem esses gigantes, mas deixando a Glória de Deus resplandecer. No amor do Pai,"
2144,Imaginem um CD com umas 100 músicas só com esse dueto... Seria um sonho...
2145,"Não consigo parar de escutar, sinto muita paz com essa interpretação. Muita vdd vinda da letra, da melodia, harmonia e cumplicidade dos dois artistas que souberam com maestria se tornarem plano de fundo pra grandiosidade da mensagem."
2146,"Depois dessa, tô só esperando uma notificação que esteja escrito: ""Feat Guilherme de Sá."""
2147,"Que música linda!
Ouvindo no meu trabalho e as lágrimas rolando em meu rosto.
Hoje no momento que estamos passando, é tão difícil acreditar que tudo ficará bem, mas com Deus no comando, podemos crer que TUDO FICA BEM!"
2148,Deus abençoe a todos que lerem esse comentário. Que Deus te ilumine e te guarde de todo mal. E que o ano de 2021 seja repleto de realizações e conquistas. Quem poder tbm da uma olhada e uma força no meu canal deis de já agradeço. #juntossomosmaisfortes
2149,"Leonardo Gonçalves é um verdadeiro exemplo de insistência. Ouvir ele cantando apesar de tudo, é uma inspiração que nos alimenta profundamente! 

Que letra perfeita. ❤"
2150,"Que Deus continue os abençoando! Linda música, linda canção, linda letra. Sinto a presença de Deus e o espírito santo me renovando. Obrigado Deus por mais essa oportunida. Obrigado Mauro Henrique e Leonardo Gonçalves."
2151,Senhor a minha a questão é saber administrar meus pensamentos. As vezes penso que não há mais jeito pra mim. Porfavor me ajude!
2152,Mauro e Leonardo em uma única canção !!!! Aí meu coração não aguenta !!! Vcs são uma benção para os louvores brasileiros !!! Obg por essa canção de qualidade ! 🔥❤️🙏😍🎶📽️
2153,O Mauro Henrique faz música até no silêncio meus amigos! Privilégio de poder ouvir esse cara!
2154,"PARABENS AOS DOIS PELO LOUVOR E ADORAÇÃO AO NOSSO MESTRE! COMO É BOM SABER QUE LEO ESTÁ A CADA DIA MELHORANDO, DEUS É CONTIGO!."
2155,"Alguns dias antes da minha mãe falecer, mandei essa música pra ela e ela disse que ouviria mais vezes. Infelizmente não foi possível, mas agora essa canção está marcado no meu coração! 😔🙏🏼💙"
2156,O Mauro é tão singular que ele curte quase todos os comentários. Especial demais.
2157,"Como tem gente q da DESLIKE?? Não dá pra entender kkkk louvor lindo adoração a Deus, e com ELE tudo fica bem obrigado Deus..."
