,comment
273,"Cara, que letra, que som 🙌❤Muito shoow. Linda demais 😍🎶"
274,Isso é evangelho Igreja. ❤
275,"Tá chegando a hora 🎼 vamo que vamo que se tem Mauro henrique , e certeza de sucesso 🙌🏻"
276,"Tinha que ter o dedo do Estêvão Queiroga! Rsrs
Que linda música e letra"
277,Simplesmente INCRÍVEL irmão!!!
278,Que musica meus amigos! Transcende . que coisa linda . Mauro sempre surpreendendo <3
279,"Que musica top, Mauro é uma grande inspiração... rsrs"
280,"Música Bíblica, que aquece nosso coração para cumprir o maior mandamento que nosso cristo nos deixou. Obrigado por essa canção Mauro, Deus abençoe cada dia mais"
281,"Com tanto gospel falando bobagem, quando  ouço uma música pregando realmente o evangelho fico tão feliz... Mauro é talentoso pra caramba!"
282,"Em meio à tantas músicas ""cristãs"" emocionais e repetitivas, essa canção é um oásis no deserto. Nos remete ao compromisso simples, objetivo e sério que o evangelho propõe."
283,"Mauro, infelizmente temos poucos músicos cristãos brasileiros responsáveis pelo que pregam. É nessas horas que entendo porquê sempre gostei do Oficina G3 e nunca me enjôo, e é muito bom ver que vc é mais um responsável com o que prega para o seu público. É inexplicável a lucidez e sentimento que esta música traz... Deus seja contigo sempre, brother!"
284,"Filhinhos, não amemos só de palavra ou de aparência, mas em verdade, mostrando-o pelas nossas ações. 
1João 3:18🥰❤️🔥 , que unção,que Deus continue abençoando você 🙌🏾"
285,"O defeito dessa música é que é mto rápida aí acaba logo, diminui esses bpm aí Mauro, pra a gente curtir mais um pouquinho rsrs"
286,"Um cara com esse talento todo e enorme, com humildade pra dizer ""também sou teu pequenino"" pra fechar essa música linda demais. Parabéns, super Mauro."
287,"Que isso jovem ?!
Além de ser um super clipe, essa canção é riquíssima. Letra, arranjo, voz. Perfeita. Deus abençoe você Mauro."
288,"MAURO HENRIQUE E FERNANDINHO!!
Quem apoia esse duo? 🔥"
289,"Mauro Henrique, eu chorei depois de ouvir essa canção várias vezes, depois de entender tudo que Deus queria falar através desse louvor, eu agradeço a Deus pela sua vida e por ser um canal de bênçãos na vida de muitos, entendi tudo antes de ver a reflexão da canção e depois só conformei assistindo a reflexão, continue assim deixando Deus usar você, você certamente é um pequenino de Deus."
290,"A vida inteira me escondendo pra não te encontrar
Te transformei num jeito de pensar
Em uma lei que eu tinha que guardar
Imitei canções e versos pra impressionar"
291,Falou demais ao meu coração. O que a alma que realmente quer encontrar Cristo grita...
292,Essa música nos inspira a viver o evangelho verdadeiro ❤
293,ESSA É A VOZ MAIS LINDA DO MUNDOOOOOOOOOOOOOOOOOOOOOOOOOOOOO GLÓRIA A DEUS POR ESSA VOZ E PELA MENSAGEM.
294,"A primeira vez ouvi meio por cima, quase nem prestei atenção na letra, então escutei de novo e não consigo mais parar. Que letra maravilhosa, isso é evangelho!"
295,"""Pois eu também sou seu pequenino"" Aleluia!"
296,"Para mim um dos melhores artistas! Além de uma versatilidade vocal incrível, é  multi-instrumentista  talentoso e criativo. Suas canções são poéticas, e cheias de ideias relevantes, que são bem interpretadas pelo cantor. A junção de todos os seus recursos musicais, nos levam a uma profunda reflexão..."
297,Letra maravilhosa😭🤩❤
298,Deus seja louvado! Deus te abençoe Mauro!
299,Cara chorei Mauro Que Benção de canção q voz magnífica Que Deus continue abençoando Toda a sua vida
300,"meu deus  eu nao paro de refleti sobre o pequenino 
obrigado Mauro Henrique"
301,Mauro começou 2020 com tudo... Parabéns ....❤️🎶
302,"""Ainda que eu falasse as línguas dos homens e dos anjos, se não tiver caridade, sou como o bronze que soa, ou como o címbalo que retine.
Mesmo que eu tivesse o dom da profecia, e conhecesse todos os mistérios e toda a ciência; mesmo que tivesse toda a fé, a ponto de transportar montanhas, se não tiver caridade, não sou nada."
303,"Do nada achei essa canção, e não consigo parar de ouvir, muito inspiradora."
304,"Mauro meu filho de 1 ano pode ouvir todas as playlist que existir, mais só dorme depois que ouve sua voz cara. Kkkk
Cara Deus te abençoe cada vez mais."
305,ouvir sua musica me deixa com o meu coraçao transbordando de felicidade. otmas palavras parabens pelo dom. =)
306,"Mano querido do Coração !!!!

Pois eu também sou Teu pequenino  !  [Ouvir e Assistir em Loop sem parar] "
307,Viciada nessa canção!!!!!
308,Melhor música que o Mauro ja fezz
309,"Mauro, você não tem ideia do soco que essa música me deu... Fiquei em choque! Muito forte essa letra. Que o Senhor Deus te abençoe a cada dia mais!"
310,"rapaz... letra, arranjo e voz! que música incrível, que letra incrível! Deus te abençoe, meu irmão"
311,"EU 
NÃO 
CONSIGO 
PARAR "
312,Esse refrão da canção é MT lindo parabéns pelo dom
313,Repito: Estou descobrindo as melhores músicas nesta pandemia.
314,"É, não  tem nenhuma recomendação vinda através de supercombo/scatolove que seja ruim, melhor ainda qnd edifica S2"
315,"Amo essa canção ❤️
Muito linda 👏🏼👏🏼👏🏼👏🏼"
316,Que mensagem forte!!! Glória a Deus!
317,"Que música é essa parabéns, ouvindo toda hora, top demais. Deus abençoe"
318,Quando alimentei enfim vi Cristo! ❤️
319,"""Quando abracei, quando visitei, quando alimentei, enfim vi Cristo"" ...  Meu novo vício! Música linda, letra linda. Que essa canção alcance muitas vidas."
320,"Que música maravilhosa, cara!
 ""Quando alimentei enfim vi Cristo"""
321,"E eu achando que não ia levar outro tapa na cara igual ao de quando ouvi sua versão de aonde está Deus, tomei kkkkkk"
322,"Deus te abençoe por esse imenso talento de compor uma música tão tocante,,, estou emocionado 👏🏻👏🏻👏🏻"
323,"Musica divina, trabalho incrível Mauro! 
Obrigado por essa canção!"
324,"Já deu certo Mauro, que linda música"
325,Que mais músicas e cantores assim!
326,ATRAVES DE VOCE MAURO MUITAS PESSOAS VAO SE CONVERTER E SE ENTREGAR A JESUS
327,"Aeee Mauro, quando estava desviada voltei a ouvir oficina e o show DDG me fez voltar a atenção novamente a Cristo! Mas de todas, João me faz chorar toda vez que ouço! Muito obrigado, Deus abençoe sua caminhada irmão 🙏🏻"
328,"Mauro, você é incrível cara. Deus te abençoe sempre!"
329,"Parabéns, Mauro! Que canção linda!! Não somente o amor que sinto nas suas canções, mas a unção que transmite faz a diferença nos dias de hoje. Deus abençoe!"
330,"Conheci hoje, e cara... fantástico! Grava ai: VOCÊ IRÁ LONGEEEEEEE!"
331,"Surpreendida em cada detalhe. Bom mesmo. Bom demais da conta, como diria aqui no meu Goiás!
A letra é uma pregação maravilhosa!!!"
332,Acho que Deus te usou pra falar comigo através dessa canção!!!
333,"Tudo lindo, voz linda, música linda, mas esse visual teen já deu..."
334,"Pensa numa música que falou comigo. Cara música muito linda, está de parabéns continue sempre assim  deixe  Deus te usar."
335,Amei Mauro... Deus venha te inpirar muito.. Blessed!
336,"Cara, a essência! E é tão simples, ficamos procurando como complicar...Parabéns pela sensibilidade"
337,"Mano, que coisa massa! Música linda! Deus lhes abençoe!"
338,"Deus te abençoe sempre , e esse DOM seja usado sempre para obra divina !"
339,"Mano que música linda, que voz linda, que mv lindo eu to emocionada"
340,"Que produção!!! Áudio visual ,figurino ,etc 

Mauro sempre evoluindo"
341,"Resposta de saber ""Aonde Está Deus""... Magnífico"
342,"Dinastia Pitmonster na área!
Parabéns Mauro 👏🏽👏🏽👏🏽"
343,Cara só pode ser ateu quem da dislike....tem misericórdia Deus Deste povo.....não consigo para de cantar esse louvor.....que escencia esse louvor....lindo
344,"""Quem segue o Messias, automaticamente segue a lei! Hilel estava certo! Essa é a justiça de Deus!"
345,"Sou fã do talento que Deus deu à você, Mauro!"
346,"Como sempre, uma musica de qualidade!!!!!"
347,Meu Deus que musica é essa coisa maravilhosa demais revigora o coração
348,Maravilha maravilhoso 👍👍👍👍👍👍👍👍👍👍👍👍
349,Absurdamente emocionado.
350,"Caramba q letra❤misturado com o Mauro,mt bao"
351,"Caraca muleque!!! Que som loco!! Saudade de todos vocês, mano!! Abração em todos!
Julão"
352,Uma das canções mais lindas que já ouvi nos últimos tempos. Vício instantâneo
353,Que música linda... me dá nostalgia e percebo Deus dentro de mim msm.
354,"Que mensagem maravilhosa dessa canção, instrumental toppppp, Glória Deus pela sua vida"
355,Trazendo sempre arranjos maravilhosos e inovadores👏👏10.
356,"Cara, bênção man que Deus continue a te inspirar 🙏"
357,Um dos melhores músicos q ja vi/ouvi!
358,MELHOR LOUVOR CARA!!! 😭
359,Essa música mostra onde Deus quer ser encontrado: No próximo! ❤
360,"Linda canção, estamos precisando de letras assim, isso que é evangelho!!!♥️🔥"
361,"Você sempre traz uma mensagem para reflexão. Obrigada, irmão!"
362,"Que mensagem meu amigo! Como sempre digo, talento em prol do reino!!!"
363,"Cara, eu precisava disso😭
Que Deus te abençoe muito e Sempre🙏"
364,"Cara, fiquei sem reação com a letra, tu é demais Vey , Deus abençoe♥️🤘"
365,"YouTube,  por favor,  criem um botão de apertar like e sair mil likes . Um não basta pra esse conjunto ( letra , melodia, harmonia e voz) 
Parabéns Mauro!"
366,"linda música mano!!!
Deus abençoe sempre!!!!
que sejamos Pequeninos!!!"
367,Ai que linda canção. Emocionante e cheia de verdade. 😭😍
368,Ah Mauro 🥺 não esperava menos de você! Tô repeat pra sempre
369,"Que linda❤️😍
Aguardo a versão acústica rsrs"
370,"Tá difícil viver, peço forças a Deus, seu som é como morfina pra mim. Alivia a dor."
371,Amo vcs e suas músicas são realmente comoventes ❤❤❤
372,"Que mensagem, que voz. Deus abençoe ricamente mano!"
373,"Cara, que letra, que som 🙌❤Muito shoow. Linda demais 😍🎶"
374,Isso é evangelho Igreja. ❤
375,"Tá chegando a hora 🎼 vamo que vamo que se tem Mauro henrique , e certeza de sucesso 🙌🏻"
376,"Tinha que ter o dedo do Estêvão Queiroga! Rsrs
Que linda música e letra"
377,Simplesmente INCRÍVEL irmão!!!
378,Que musica meus amigos! Transcende . que coisa linda . Mauro sempre surpreendendo <3
379,"Que musica top, Mauro é uma grande inspiração... rsrs"
380,"Maurão, essa é sem dúvida a melhor canção que vc já lançou até hoje, em todos os sentidos!!! Letra, harmonia, arranjos, melodia e uma mensagem incrível! Que Deus continue usando sua vida para impactar nossa geração. 🙏❤🎙🎶🎸😉"
381,"Um novo estilo diferenciado, qualidade e verdade, é uma inspiração para mim."
382,"Meu Deus eu tô arrepiada,que música linda,que voz maravilhosa.😱❤️😍"
383,"A letra e a voz do Mauro traz muita paz, em meio a tantos problemas que vivemos! Obrigado Mauro, vejo Cristo em você! 🙌🏽"
384,"Oh Glóriaaaaaa, que graça maravilhosa que nos alcança. Glória a Deus!"
385,ai sim hein mano! top! mas quando o oficina volta?
386,Que isso mano que letra que voz que instrumental perfeito continue assim  Que Clip
387,Nunca erra ❤️
388,Maravilhosa essa música. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
389,Caraca.. Música boa pra tocar logo depois da Aonde está Deus..
390,"Mauro, glorifico a Deus por sua vida, e por essa canção vinda da inspiração do Espírito Santo, e com objetivo de anunciar o Cristo. Te amo meu irmão, seja sempre uma ferramenta de anunciação do evangelho do reino de Cristo."
391,"Mano, ficou incrível!!!! Linda demais!"
392,"Música ótima, o clipe é perfeito e é legal reconhecer algumas ruas de São Paulo. Que Deus te abençoe Mauro."
393,Que música incrivel! Glória a Deus!! Precisamos dessa mensagem
394,"Só palavra!!
Mauro é monstro!"
395,Música incrível! Mauro você nunca decepciona. Deus abençoe meu irmão 🖐🖑😊
396,Peste .. Que voz mano .. Que voz ! ..  Maurø é monstro demais .. 😍❤️
397,7 vezes repetida e contando... Deus te abençoe vaso.
398,Se inspirou em Mateus 25: 31 em diante?
399,"Mauro, não morra precocemente pelo amor de Deus... 
🙏❤"
400,"Música Bíblica, que aquece nosso coração para cumprir o maior mandamento que nosso cristo nos deixou. Obrigado por essa canção Mauro, Deus abençoe cada dia mais"
401,"Com tanto gospel falando bobagem, quando  ouço uma música pregando realmente o evangelho fico tão feliz... Mauro é talentoso pra caramba!"
402,"Em meio à tantas músicas ""cristãs"" emocionais e repetitivas, essa canção é um oásis no deserto. Nos remete ao compromisso simples, objetivo e sério que o evangelho propõe."
403,"Mauro, infelizmente temos poucos músicos cristãos brasileiros responsáveis pelo que pregam. É nessas horas que entendo porquê sempre gostei do Oficina G3 e nunca me enjôo, e é muito bom ver que vc é mais um responsável com o que prega para o seu público. É inexplicável a lucidez e sentimento que esta música traz... Deus seja contigo sempre, brother!"
404,"Filhinhos, não amemos só de palavra ou de aparência, mas em verdade, mostrando-o pelas nossas ações. 
1João 3:18🥰❤️🔥 , que unção,que Deus continue abençoando você 🙌🏾"
405,"O defeito dessa música é que é mto rápida aí acaba logo, diminui esses bpm aí Mauro, pra a gente curtir mais um pouquinho rsrs"
406,"Um cara com esse talento todo e enorme, com humildade pra dizer ""também sou teu pequenino"" pra fechar essa música linda demais. Parabéns, super Mauro."
407,"Que isso jovem ?!
Além de ser um super clipe, essa canção é riquíssima. Letra, arranjo, voz. Perfeita. Deus abençoe você Mauro."
408,"MAURO HENRIQUE E FERNANDINHO!!
Quem apoia esse duo? 🔥"
409,"Mauro Henrique, eu chorei depois de ouvir essa canção várias vezes, depois de entender tudo que Deus queria falar através desse louvor, eu agradeço a Deus pela sua vida e por ser um canal de bênçãos na vida de muitos, entendi tudo antes de ver a reflexão da canção e depois só conformei assistindo a reflexão, continue assim deixando Deus usar você, você certamente é um pequenino de Deus."
410,"A vida inteira me escondendo pra não te encontrar
Te transformei num jeito de pensar
Em uma lei que eu tinha que guardar
Imitei canções e versos pra impressionar"
411,Falou demais ao meu coração. O que a alma que realmente quer encontrar Cristo grita...
412,Essa música nos inspira a viver o evangelho verdadeiro ❤
413,ESSA É A VOZ MAIS LINDA DO MUNDOOOOOOOOOOOOOOOOOOOOOOOOOOOOO GLÓRIA A DEUS POR ESSA VOZ E PELA MENSAGEM.
